Mã sản phẩm,Tên sản phẩm,Giá,Doanh thu,Tên cửa hàng,Tỉ lệ hoa hồng,Hoa hồng,Link sản phẩm,Link ưu đãi
22705343987,Sét Chân Váy xòe dáng dài phối áo hai dây + Áo khoác tay dài (Set 3 món),₫142.000,991,Sumi House - Đầm Body,"12,4%",₫17.040,https://shopee.vn/product/39720376/22705343987,https://s.shopee.vn/7KgeRQFDkY
22731120293,Váy ôm body cổ tròn phối nút dễ thương,₫119.000,353,Sumi House - Đầm Body,"12,4%",₫14.280,https://shopee.vn/product/39720376/22731120293,https://s.shopee.vn/7V04djEaPb
14625109102,Váy Body trễ vai nhún sườn Đầm ôm body tay dai phong cách thời trang nữ,₫94.000,"1,7k",Sumi House - Đầm Body,"12,4%",₫11.280,https://shopee.vn/product/39720376/14625109102,https://s.shopee.vn/703o2oGUQW
10870469268,Đầm body hai dây họa tiết kẻ sọc + kèm áo khoác tay dài (có BIGSIZE 65 - 80KG),₫115.000,"2,8k",Sumi House - Đầm Body,"12,4%",₫13.800,https://shopee.vn/product/39720376/10870469268,https://s.shopee.vn/7ANEF7Fr5Z
20484301813,Đầm body lưới tay dài nhún đính hoa siêu xinh - có mút,₫129.000,330,Sumi House - Đầm Body,"12,4%",₫15.480,https://shopee.vn/product/39720376/20484301813,https://s.shopee.vn/6fQxeCHl6U
12235509426,Set áo khoác dài tay kèm váy hai dây ôm body siêu hack dáng,₫124.000,"3,7k",Sumi House - Đầm Body,"12,4%",₫14.880,https://shopee.vn/product/39720376/12235509426,https://s.shopee.vn/6pkNqVH7lX
23409696768,"Đầm body cổ tròn tay dài xẻ tà sang chảnh, quyến rũ - size 40 - 78kg",₫129.000,351,Sumi House - Đầm Body,"12,4%",₫15.480,https://shopee.vn/product/39720376/23409696768,https://s.shopee.vn/6Ko7FaJ1mS
23648444738,Đầm/Váy Nữ Body 2 Dây Buộc Cổ Có Mút Dây Rút Sườn Chất Thun Dẻo Co Giãn Sumi House,₫116.600,687,Sumi House - Đầm Body,"12,4%",₫13.992,https://shopee.vn/product/39720376/23648444738,https://s.shopee.vn/6V7XRtIORV
13097248024,Đầm body trễ vai tay ngắn dáng dài - đầm nữ,₫124.000,404,Sumi House - Đầm Body,"12,4%",₫14.880,https://shopee.vn/product/39720376/13097248024,https://s.shopee.vn/60BGqyKISQ
23976067362,Đầm body nhún dáng dài lệch vai sang chảnh chất thun lạnh - đầm đi tiệc đi chơi,₫129.000,109,Sumi House - Đầm Body,"12,4%",₫15.480,https://shopee.vn/product/39720376/23976067362,https://s.shopee.vn/6AUh3HJf7T
22847049753,"Váy Body 2 Dây Dáng Ôm Dài Thun Gân Co Giãn, Đầm Body 2 Dây Dài Chất Thun Co Giãn Thoải Mái Sumi House",₫109.000,"1,7k",Sumi House - Đầm Body,"12,4%",₫13.080,https://shopee.vn/product/39720376/22847049753,https://s.shopee.vn/5fYQSMLZ8O
18831426388,SET SƠ MI THOME áo tay ngắn kèm chân váy (Có quần trong) (Size SML),₫159.000,339,Sumi House - Đầm Body,"12,4%",₫19.080,https://shopee.vn/product/39720376/18831426388,https://s.shopee.vn/5prqefKvnR
18788778785,Đầm body kẻ sọc cổ vuông dáng xòe dài dễ thương - Clip thật,₫109.000,100,Sumi House - Đầm Body,"12,4%",₫13.080,https://shopee.vn/product/39720376/18788778785,https://s.shopee.vn/5Kva3kMpoM
19575310025,Set chân váy đuôi cá xòe dài kèm áo tay ngắn vạt xéo,₫147.000,62,Sumi House - Đầm Body,"12,4%",₫17.640,https://shopee.vn/product/39720376/19575310025,https://s.shopee.vn/5VF0G3MCTP
18851035382,Set áo vạt bầu tay ngắn kèm chân váy đuôi cá dáng dài,₫119.000,431,Sumi House - Đầm Body,"12,4%",₫14.280,https://shopee.vn/product/39720376/18851035382,https://s.shopee.vn/AKKG0w3nfM
21290251647,Đầm ôm body cổ trụ dáng dài phối nút nhún eo - đầm nữ,₫122.000,451,Sumi House - Đầm Body,"12,4%",₫14.640,https://shopee.vn/product/39720376/21290251647,https://s.shopee.vn/AUdgDF3AKP
23506841246,Set bộ quần dài áo cúp ngực đính cúc + áo khoác tay dài sang chảnh,₫139.000,269,Sumi House - Đầm Body,"12,4%",₫16.680,https://shopee.vn/product/39720376/23506841246,https://s.shopee.vn/9zhPcK54LK
23374206081,Đầm ôm body cổ yếm hở bụng dáng dài siêu tôn dáng - đầm nữ đi tiệc đi chơi....,₫110.000,75,Sumi House - Đầm Body,"12,4%",₫13.200,https://shopee.vn/product/39720376/23374206081,https://s.shopee.vn/AA0pod4R0N
23940536655,Đầm ôm body tay ngắn dáng dài cổ tròn hở lưng sau sexy (Có mút ngực),₫109.000,10,Sumi House - Đầm Body,"12,4%",₫13.080,https://shopee.vn/product/39720376/23940536655,https://s.shopee.vn/9f4ZDi6L1I
20392514552,"Váy đầm body đuôi cá dáng dài siêu tôn dáng, đầm đi biển đi tiệc... - Thun dẻo",₫144.000,86,Sumi House - Đầm Body,"12,4%",₫17.280,https://shopee.vn/product/39720376/20392514552,https://s.shopee.vn/9pNzQ15hgL
22971600932,Set áo kiểu nhún lệch vai mix chân váy suông dài - thun mịm siêu mát,₫69.000,81,Sumi House - Đầm Body,"12,4%",₫8.280,https://shopee.vn/product/39720376/22971600932,https://s.shopee.vn/9KRip67bhG
22505928109,Set đầm hai dây ôm dáng xẻ tà gợi cảm kè áo khoác tay dài,₫139.000,5,Sumi House - Đầm Body,"12,4%",₫16.680,https://shopee.vn/product/39720376/22505928109,https://s.shopee.vn/9Ul91P6yMJ
22169249735,Set áo ống đan dây ngực + quần đùi giả váy,₫119.000,6,Sumi House - Đầm Body,"12,4%",₫14.280,https://shopee.vn/product/39720376/22169249735,https://s.shopee.vn/8zosQU8sNE
20680179228,Set chân váy đuôi cá nhún xẻ đùi kèm áo ba lổ - Clip ảnh thật,₫124.000,12,Sumi House - Đầm Body,"12,4%",₫14.880,https://shopee.vn/product/39720376/20680179228,https://s.shopee.vn/9A8Icn8F2H
21913523581,Set bộ áo croptop tay ngắn quần ống loe Thời Trang,₫119.000,40,Sumi House - Đầm Body,"12,4%",₫14.280,https://shopee.vn/product/39720376/21913523581,https://s.shopee.vn/8fC21sA93C
16470206945,Bigsize set đầm body 2s kèm áo khoác dài tay xoắn ngực siêu xinh,₫124.000,144,Sumi House - Đầm Body,"12,4%",₫14.880,https://shopee.vn/product/39720376/16470206945,https://s.shopee.vn/8pVSEB9ViF
17690741176,Đầm xòe đan dây tay rớt siêu sexy - chất thun xương cá,₫123.000,163,Sumi House - Đầm Body,"12,4%",₫14.760,https://shopee.vn/product/39720376/17690741176,https://s.shopee.vn/8KZBdGBPjA
23810369587,Set chân váy đuôi cá kèm áo vạt bầu tay dài,₫129.000,"1,1k",Sumi House - Đầm Body,"12,4%",₫15.480,https://shopee.vn/product/39720376/23810369587,https://s.shopee.vn/8UsbpZAmOD
23447506571,Set áo lệch vai mix chân váy xòe dáng dài sang chảnh - set bộ đi tiệc đi chơi...,₫69.000,78,Sumi House - Đầm Body,"12,4%",₫8.280,https://shopee.vn/product/39720376/23447506571,https://s.shopee.vn/7zwLEeCgP8
18193307393,Set đầm 2 dây len tăm kèm áo khoác dáng dài siêu đẹp - thun gân,₫134.000,602,Sumi House - Đầm Body,"12,4%",₫16.080,https://shopee.vn/product/39720376/18193307393,https://s.shopee.vn/8AFlQxC34B
21990251197,Đầm body xoắn hở lưng nhún ngực tay ngắn dáng dài - đầm nữ đi tiệc đi chơi ...,₫132.000,35,Sumi House - Đầm Body,"12,4%",₫15.840,https://shopee.vn/product/39720376/21990251197,https://s.shopee.vn/2LHyUEYFu4
19784299943,Đầm Body Hai Dây Chất Thun Gân Dày Co Dãn Sumi House,₫89.000,524,Sumi House - Đầm Body,"12,4%",₫10.680,https://shopee.vn/product/39720376/19784299943,https://s.shopee.vn/2VbOgXXcZ7
23455208122,Đầm nữ tay ngắn cổ vuông nhún eo dáng dài hở lưng gợi cảm - thun dẻo,₫139.000,15,Sumi House - Đầm Body,"12,4%",₫16.680,https://shopee.vn/product/39720376/23455208122,https://s.shopee.vn/20f85cZWa2
22532327952,Set bộ quần loe áo tay phồng bo eo chất thun đũi xịn,₫170.000,2,Sumi House - Đầm Body,"12,4%",₫20.400,https://shopee.vn/product/39720376/22532327952,https://s.shopee.vn/2AyYHvYtF5
18384317243,Váy body 2 dây bảng to mút ngực - thun borip,₫112.000,13,Sumi House - Đầm Body,"12,4%",₫13.440,https://shopee.vn/product/39720376/18384317243,https://s.shopee.vn/1g2Hh0anG0
21792948159,Đầm hai dây ôm body dáng đuôi cá basic - thun gân có mút ngực,₫109.000,30,Sumi House - Đầm Body,"12,4%",₫13.080,https://shopee.vn/product/39720376/21792948159,https://s.shopee.vn/1qLhtJa9v3
22951209872,Đầm body hai dây cổ yếm cúp ngực phối viền dáng dài quyến rũ - Thun dẻo mát mịm,₫115.000,89,Sumi House - Đầm Body,"12,4%",₫13.800,https://shopee.vn/product/39720376/22951209872,https://s.shopee.vn/1LPRIOc3vy
21642825084,Set 3 món quần dài kèm áo khoác dài tay năng động,₫165.000,2,Sumi House - Đầm Body,"12,4%",₫19.800,https://shopee.vn/product/39720376/21642825084,https://s.shopee.vn/1VirUhbQb1
16995760726,Set áo kẻ sọc tay dài xỏ ngón kèm quần sooc bèo siêu hót - thun gân,₫109.000,14,Sumi House - Đầm Body,"12,4%",₫13.080,https://shopee.vn/product/39720376/16995760726,https://s.shopee.vn/10matmdKbw
