Mã sản phẩm,Tên sản phẩm,Giá,Doanh thu,Tên cửa hàng,Tỉ lệ hoa hồng,Hoa hồng,Link sản phẩm,Link ưu đãi
14111704701,"Áo thun tết ất tỵ 2025, áo thun gia đình tết 2025 năm con rắn,vải dày mịn mát, in cao cấp- đủ size bé - lớn, 100 mẫu tết",₫69.000,8,Áo thun tết 2025,"8,4%",₫5.520,https://shopee.vn/product/358646842/14111704701,https://s.shopee.vn/8AFlS8D0xL
10675911652,"Áo thun tết ất tỵ 2025, áo thun gia đình tết 2025 năm con rắn, vải dày mịn mát, in cao cấp- đủ size bé - lớn,100 mẫu tết",₫69.000,4,Áo thun unisex giá xưởng 2025,"9,4%",₫6.210,https://shopee.vn/product/373861408/10675911652,https://s.shopee.vn/AKKG274lYm
19370329412,Áo thun 30 Tết 2025  - T123 - HoCha89 Vải Dày Mịn Co Giản 4c May Dây Cổ Móc Xích Cao Cấp (Có Hình Thật),₫125.000,0,fbhocha89,"12,4%",₫15.000,https://shopee.vn/product/156434316/19370329412,https://s.shopee.vn/AUdgEQ48Dp
6675017642,Áo thun tết 2025 (nhiều mẫu),₫69.000,0,Áo Thun VN - L&T,"2,4%",₫1.380,https://shopee.vn/product/38530670/6675017642,https://s.shopee.vn/9zhPdV62Ek
5975325996,Áo Nam Nữ mặc tết 2025 (đủ mẫu),₫69.000,1,Áo Thun VN - L&T,"2,4%",₫1.380,https://shopee.vn/product/38530670/5975325996,https://s.shopee.vn/AA0ppo5Otn
5083632491,"Áo thun Tết 2025 nam nữ mẫu mới nhất Xuân Ất Tỵ, màu trắng, vải cotton thái,size từ áo 10kg đến 90kg",₫88.000,0,cart2017,"4,4%",₫3.520,https://shopee.vn/product/94265753/5083632491,https://s.shopee.vn/9f4ZEt7Iui
17462622689,"Áo thun tết ất tỵ 2025, áo thun gia đình tết 2025 năm con rắn, vải dày mịn mát, in cao cấp- đủ size bé - lớn,100 mẫu tết",₫69.000,66,Áo thun unisex giá xưởng 2025,"9,4%",₫6.210,https://shopee.vn/product/373861408/17462622689,https://s.shopee.vn/9pNzRC6fZl
18170329624,Áo thun Tết 2025  - T123 - HoCha89 Vải Dày Mịn Co Giản 4c May Dây Cổ Móc Xích Cao Cấp (Có Hình Thật),₫112.500,0,fbhocha89,"12,4%",₫13.500,https://shopee.vn/product/156434316/18170329624,https://s.shopee.vn/9KRiqH8Zag
4070760840,"Áo thun tết ất tỵ 2025, áo thun gia đình tết 2025 năm con rắn,vải dày mịn mát, in cao cấp- đủ size bé - lớn, 100 mẫu tết",₫49.000,9,Áo thun tết 2025,"8,4%",₫3.920,https://shopee.vn/product/358646842/4070760840,https://s.shopee.vn/9Ul92a7wFj
3027603811,"ÁO THUN CẶP ĐÔI, ÁO NHÓM, GIA ĐÌNH TẾT 2025 - MẪU MỚI { KÈM ẢNH THẬT }",₫55.000,0,dongphucminhquang,"2,4%",₫1.100,https://shopee.vn/product/165077734/3027603811,https://s.shopee.vn/1B617GdfA8
17020530745,"Áo thun tết ất tỵ 2025, áo thun gia đình tết 2025 năm con rắn, vải dày mịn mát, in cao cấp- đủ size bé - lớn,100 mẫu tết",₫69.000,32,Áo thun unisex giá xưởng 2025,"9,4%",₫6.210,https://shopee.vn/product/373861408/17020530745,https://s.shopee.vn/10mauxeIV7
27508554994,Áo khoác bomber dạ ép dáng ngắn croptop nữ thu đông mặc tết 2025 MA351 Kimee,₫215.000,"3,7k",Kimee House,"4,4%",₫8.600,https://shopee.vn/product/853183768/27508554994,https://s.shopee.vn/qTAieevq6
27817696109,[BST Tết Karants 2025] - Áo Thun Tết Snake túi hộp Form Boxy Local Brand Karants - KR185,₫175.000,"1,2k",KARANTS,"10,4%",₫17.500,https://shopee.vn/product/816261176/27817696109,https://s.shopee.vn/g9kWLfZB5
26008729358,Áo sweater lông cừu nữ mùa thu đông tết 2025 thiết kế viền trơn basic  MA358 Kimee,₫199.000,2k,Kimee House,"4,4%",₫7.960,https://shopee.vn/product/853183768/26008729358,https://s.shopee.vn/VqKK2gCW4
29469021062,[BST Tết 2025] Áo Thun Boxy Tết Thêu 3D Simpson Snake Local Brand Unisex Nam Nữ Oversize - TS26,₫179.000,506,SIMPSON OFFICIAL,"6,4%",₫10.740,https://shopee.vn/product/1023897529/29469021062,https://s.shopee.vn/LWu7jgpr3
16289111108,"Áo thun tết ất tỵ 2025, áo thun gia đình tết 2025 năm con rắn, vải dày mịn mát, in cao cấp- đủ size bé - lớn,100 mẫu tết",₫69.000,4,Áo thun unisex giá xưởng 2025,"9,4%",₫6.210,https://shopee.vn/product/373861408/16289111108,https://s.shopee.vn/BDTvQhTC2
28517462039,[BST Tết Karants 2025] - Áo Thun Tết Snake Form Oversize Local Brand Karants - KR182,₫169.000,321,KARANTS,"10,4%",₫16.900,https://shopee.vn/product/816261176/28517462039,https://s.shopee.vn/u3j7i6X1
24188849872,[BST Tết 2025] Áo Thun Boxy Tết In KTS Simpson Snake Local Brand Unisex Nam Nữ Oversize - TS27,₫179.000,306,SIMPSON OFFICIAL,"6,4%",₫10.740,https://shopee.vn/product/1023897529/24188849872,https://s.shopee.vn/2VbOhiYaSW
28870109841,[BST TẾT 2025] Áo Thun NOCTURNAL Snake Tee Cotton 100% Nam Nữ Unisex Form Rộng Tay Lỡ Local Brand,₫190.000,189,Nocturnal,"2,4%",₫3.800,https://shopee.vn/product/37144829/28870109841,https://s.shopee.vn/2LHyVPZDnV
10161716290,"Áo thun tết ất tỵ 2025, áo thun gia đình tết 2025 năm con rắn, vải dày mịn mát, in cao cấp- đủ size bé - lớn,100 mẫu tết",₫49.000,6,Áo thun unisex giá xưởng 2025,"9,4%",₫4.410,https://shopee.vn/product/373861408/10161716290,https://s.shopee.vn/2AyYJ6Zr8U
27017691631,Áo Khoác Bomber Dạ Ép Dáng Ngắn Croptop Nữ Thu Đông Mặc Tết 2025 Ma351 Noiree,₫215.000,131,She's Noiree,"4,4%",₫8.600,https://shopee.vn/product/630003652/27017691631,https://s.shopee.vn/20f86naUTT
28716277548,( Hàng Tết 2025 ) Áo Khoác Dù Unisex Form Rộng SCHER Sọc Phối Màu Nổi Bật - Pqk Boutique,₫219.000,134,PQK boutique,"10,4%",₫21.900,https://shopee.vn/product/22417880/28716277548,https://s.shopee.vn/1qLhuUb7oS
29468029845,"Áo Thun Tết Snake 2025 GẠO HOUSE, Áo Thun Local Brand Nam Nữ Form Rộng Cotton-GHAT027",₫149.000,91,GAOHOUSE STORE,"12,4%",₫17.880,https://shopee.vn/product/1368494557/29468029845,https://s.shopee.vn/1g2HiBbl9R
29668095025,[BST Tết 2025] Áo Thun Kẻ Sọc Tết Boxy Snaketeam SIMPSON Local Brand Unisex Nam Nữ Oversize - TS24,₫179.000,216,SIMPSON OFFICIAL,"2,4%",₫3.580,https://shopee.vn/product/1023897529/29668095025,https://s.shopee.vn/1VirVscOUQ
3476636225,"Áo thun tết ất tỵ 2025, áo thun gia đình tết 2025 năm con rắn, vải dày mịn mát, in cao cấp- đủ size bé - lớn,100 mẫu tết",₫69.000,7,Áo thun unisex giá xưởng 2025,"9,4%",₫6.210,https://shopee.vn/product/373861408/3476636225,https://s.shopee.vn/1LPRJZd1pP
26818041339,Áo Thun Tết BST TẾT 2025 Ngắn Tay GẠO HOUSE Cotton Form Oversize-GHAT020,₫149.000,91,GAOHOUSE STORE,"17,4%",₫25.330,https://shopee.vn/product/1368494557/26818041339,https://s.shopee.vn/3q6mIATVku
27668463021,(Bộ sưu tập tết 2025) Áo Thun Oversize 280GSM In Phồng Ver 1 INSOMNIA Unisex Local Brand - TS039,₫159.000,79,Insomnia Official,"12,4%",₫19.080,https://shopee.vn/product/184614323/27668463021,https://s.shopee.vn/3fnM5rU95t
28169813164,[BST Tết CLZ 2025] Áo thun nữ nam basic unisex tay lỡ thun cotton form rộng local brand Cloudzy chính hãng cổ tròn SNAKE,₫139.000,75,Cloudzy,"2,4%",₫2.780,https://shopee.vn/product/909107171/28169813164,https://s.shopee.vn/3VTvtYUmQs
28119816474,[BST Tết CLZ 2025] Áo phông local brand nam nữ unisex tay lỡ thun CLOUDZY form rộng cổ tròn oversize cotton AT XI DZACH,₫129.000,71,Cloudzy,"2,4%",₫2.580,https://shopee.vn/product/909107171/28119816474,https://s.shopee.vn/3LAVhFVPlr
19565801685,Áo Thun Tết Đong Đầy Năm 2025 Ất Tỵ Năm Con Rắn | LẠ STORE,₫49.000,295,ÁO THUN LẠ STORE,"12,4%",₫5.880,https://shopee.vn/product/81875988/19565801685,https://s.shopee.vn/3Ar5UwW36q
26769014621,[BST Tết 2025] Áo Thun Boxy Tết Flower Simpson Snake In Nổi Local Brand Unisex Nam Nữ Oversize - TS25,₫179.000,49,SIMPSON OFFICIAL,"6,4%",₫10.740,https://shopee.vn/product/1023897529/26769014621,https://s.shopee.vn/30XfIdWgRp
28962628942,"Áo Thun Tết GẠO HOUSE Phông Form Rộng, Áo Thun Chất Cotton Form Oversize, Áo Tết 2025",₫149.000,51,GAOHOUSE STORE,"12,4%",₫17.880,https://shopee.vn/product/1368494557/28962628942,https://s.shopee.vn/2qEF6KXJmo
27667187254,ÁO THUN TẾT 2025 - LÌ XÌ EM EM CẢM ƠN,₫55.000,48,ANUBIS STORE,"2,4%",₫1.100,https://shopee.vn/product/24214434/27667187254,https://s.shopee.vn/2fuou1Xx7n
26567393901,Áo Thun Tết 2025 Ất Tỵ Lì Xì Em Cảm Ơn Năm Con Rắn | LẠ STORE,₫49.000,46,ÁO THUN LẠ STORE,"12,4%",₫5.880,https://shopee.vn/product/81875988/26567393901,https://s.shopee.vn/5Ac9scOR3I
29769688359,TALY - Mẫu Tết 2025 Áo kiểu cổ thủy thủ Flaw,₫295.000,40,TALY Official Store,"2,4%",₫5.900,https://shopee.vn/product/4527594/29769688359,https://s.shopee.vn/50IjgJP4OH
25031092323,TUBYCATU | Mẫu Tết 2025 Áo len KNIT sọc đỏ/xanh cổ tròn ngắn tay,₫570.000,386,tubycatu,"2,4%",₫11.400,https://shopee.vn/product/144453555/25031092323,https://s.shopee.vn/4pzJU0PhjG
22062629944,ÁO THUN TẾT 2025 - KHÔNG LÌ XÌ CẮN Á,₫55.000,99,ANUBIS STORE,"2,4%",₫1.100,https://shopee.vn/product/24214434/22062629944,https://s.shopee.vn/4fftHhQL4F
29807781904,"Áo len cadigan noel, áo len mặc các dịp lễ tết siêu xinh siêu yêu Hot 2025 EP21",₫199.000,"10,1k",MặcĐẹp.Clothing,"2,4%",₫3.980,https://shopee.vn/product/533426722/29807781904,https://s.shopee.vn/4VMT5OQyPE
