Mã sản phẩm,Tên sản phẩm,Giá,Doanh thu,Tên cửa hàng,Tỉ lệ hoa hồng,Hoa hồng,Link sản phẩm,Link ưu đãi
15981931691,NƯỚC TẨY TRANG SẠCH SÂU DỊU NHẸ - SIMPLE MICELLAR WATER 400ML,₫154.000,"155,6k",Unilever Việt Nam _ Health & Beauty,"17,4%",₫26.180,https://shopee.vn/product/111138057/15981931691,https://s.shopee.vn/4VMT5vMRU5
20992308852,Freska Nước tẩy trang Micellar Sensitive Cleansing Water 400ml - myphamsako,₫100.000,3k,Mỹ phẩm Sako,"2,4%",₫2.000,https://shopee.vn/product/968234393/20992308852,https://s.shopee.vn/40QCV0OLV0
9624022398,Nước Tẩy Trang Cocoon Winter Melon Bí Đao Làm Sạch Da Và Giảm Dầu 500ml,₫236.000,"21,1k",Watsons Vietnam Official Store,"6,4%",₫14.160,https://shopee.vn/product/193849872/9624022398,https://s.shopee.vn/4AjchJNiA3
5110755165,Nước tẩy trang HANAJIRUSHI và làm sạch sâu 3-in-1 Micellar Water 380ML,₫129.000,"75,7k",HANAJIRUSHI OFFICIAL STORE VN,"12,4%",₫15.480,https://shopee.vn/product/133525421/5110755165,https://s.shopee.vn/3fnM6OPcAy
6208590867,Nước Tẩy Trang Dành Cho Da Hỗn Hợp và Da Dầu Bioderma Sebium H20 500ml,₫394.000,"12,2k",Watsons Vietnam Official Store,"2,4%",₫7.880,https://shopee.vn/product/193849872/6208590867,https://s.shopee.vn/3q6mIhOyq1
17651234186,Nước Tẩy Trang Cho Mọi Loại Da L'Oreal Paris 3-in-1 Micellar Water (95ml/400ml),₫59.000,"34,1k",Ohana Official Store,"2,4%",₫1.180,https://shopee.vn/product/258099521/17651234186,https://s.shopee.vn/3LAVhmQsqw
18366130184,Nước tẩy trang Simple Micellar làm sạch trang điểm vượt trội và cấp ẩm tức thì cho da 200ml,₫45.000,"20,7k",Home Care Official Store,"2,4%",₫900,https://shopee.vn/product/198891602/18366130184,https://s.shopee.vn/3VTvu5QFVz
20311277750,Nước tẩy trang Maycreate 300ml Gather Beauty P0381,₫32.000,"28,5k",Lameila Official,"2,4%",₫640,https://shopee.vn/product/175889782/20311277750,https://s.shopee.vn/30XfJAS9Wu
9665693342,Nước Tẩy Trang Mắt và Môi Chuyên Dụng 2 lớp Maybelline New York Eye & Lip Makeup Remover 150ml - Mỹ Chính Hãng,₫59.900,"6,8k",hebeco_cosmetics,"7,4%",₫4.193,https://shopee.vn/product/138712298/9665693342,https://s.shopee.vn/3Ar5VTRWBx
5554691729,(Rẻ Vô Địch) Nước tẩy trang Lameila 300ml - 60ml Dịu Nhẹ Làm Sạch Sâu – Makeup Remover - Chustore TT4,₫9.000,"21,4k",Chustore Beauty,"4,4%",₫360,https://shopee.vn/product/19958411/5554691729,https://s.shopee.vn/2fuouYTQCs
23706433035,Nước Tẩy Trang Bioderma Xanh Da Dầu Mụ.n Hồng Da Nhạy Cảm 500ml,₫322.000,"17,5k",BAPBI Beauty,"9,4%",₫28.980,https://shopee.vn/product/425554589/23706433035,https://s.shopee.vn/2qEF6rSmrv
21573723184,Nước Tẩy Trang Garnier Micellar Cleansing Water Salicylic BHA 400ml,₫160.000,"10,7k",Watsons Vietnam Official Store,"6,4%",₫9.600,https://shopee.vn/product/193849872/21573723184,https://s.shopee.vn/7pcv439kiu
18145794430,Nước tẩy trang sạch sâu dưỡng trắng Hada Labo Micellar Water Whitening 240ml,₫119.000,"11,5k",HADA LABO CHÍNH HÃNG,"9,4%",₫10.710,https://shopee.vn/product/95753434/18145794430,https://s.shopee.vn/7fJUrkAO3t
18682143732,"Nước tẩy trang 300ml LAMELILA Và Bông Tẩy Trang 222 miếng, Tẩy Trang Cho Mọi Loại Da",₫10.000,"7,9k",THÚY HƯỜNG KHO SỈ,"9,4%",₫900,https://shopee.vn/product/29055982/18682143732,https://s.shopee.vn/7V04fRB1Os
22742937372,Nước tẩy trang bí đao cocoon thuần chay đánh bay bụi bẩn và dầu thừa da mụn 140ml-500ml - myphamsako,₫64.000,423,Mỹ phẩm Sako,"2,4%",₫1.280,https://shopee.vn/product/968234393/22742937372,https://s.shopee.vn/7KgeT8Bejr
689604246,Nước Tẩy Trang Micellar Dưỡng Da Không Cồn 4 Trong 1 Maybelline New York Micellar Water 4-in-1 400ml,₫178.000,"18,6k",Maybelline Official Store,"10,4%",₫17.800,https://shopee.vn/product/37252407/689604246,https://s.shopee.vn/7ANEGpCI4q
11296215612,Nước Tẩy Trang Làm Sạch Da Chiết Xuất Từ Tự Nhiên SenZ Micellar Water 250ml,₫23.000,5k,mybeautyhouse,"12,4%",₫2.760,https://shopee.vn/product/77523532/11296215612,https://s.shopee.vn/703o4WCvPp
19250679852,Nước Tẩy Trang Cho Da Dầu Mụn Micellar Water Garnier 400Ml,₫145.000,15k,Guardian Hà Nội Official Store,"12,4%",₫17.400,https://shopee.vn/product/412741369/19250679852,https://s.shopee.vn/6pkNsDDYko
22166136900,Nước Tẩy Trang Cho Mọi Loại Da Garnier Micellar Water,₫45.000,17k,nuty.vn,"7,4%",₫3.150,https://shopee.vn/product/151657812/22166136900,https://s.shopee.vn/6fQxfuEC5n
2325712471,Nước tẩy trang dưỡng ẩm Innisfree Green Tea Amino Cleansing Water 320ml,₫331.500,"14,5k",Innisfree Official Store,"12,4%",₫39.780,https://shopee.vn/product/155343961/2325712471,https://s.shopee.vn/6V7XTbEpQm
11756187099,Nature Republic Nước tẩy trang dành cho mọi loại da Good Skin Mineral Ampoule Cleansing Water 500 ml,₫127.600,"7,3k",NatureRepublic Official Store,"14,4%",₫17.864,https://shopee.vn/product/549295567/11756187099,https://s.shopee.vn/6Ko7HIFSll
19760698130,[MẪU MỚI - CHÍNH HÃNG] Nước Tẩy Trang Simple Micellar Cleansing Water 400ml,₫117.000,"4,3k",bestrong333,"2,4%",₫2.340,https://shopee.vn/product/205083574/19760698130,https://s.shopee.vn/6AUh4zG66k
10059350352,Nước tẩy trang và Dầu tẩy trang sạch sâu và dưỡng ẩm cho da Hatomugi Cleansing & Pore Clear 500ml,₫127.000,"9,8k",JPKOI MALL,"2,4%",₫2.540,https://shopee.vn/product/558328933/10059350352,https://s.shopee.vn/60BGsgGjRj
19144076063,Nước Tẩy Trang LAMEILA 300ml,₫14.999,"8,9k",SaLeMyPham89,"2,4%",₫300,https://shopee.vn/product/28228365/19144076063,https://s.shopee.vn/5prqgNHMmi
19666533152,Nước tẩy trang Loreal Paris mini 95ml,₫45.000,"1,8k",MyphamHaThanh93,"2,4%",₫900,https://shopee.vn/product/6985656/19666533152,https://s.shopee.vn/5fYQU4I07h
9699510619,Nước tẩy trang nội địa Pháp Bioderma - Thi Vũ,₫319.000,"13,9k",Thi Vũ Cosmetics,"5,4%",₫15.950,https://shopee.vn/product/96363/9699510619,https://s.shopee.vn/5VF0HlIdSg
